"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Primacy Type","Owner Type","Primary Source","Activity Status","Deactivation Date","Season Begin Date","Season End Date","Is Wholesaler","Pop Cat 5","Pop Cat 11","Population Served Count","Is Outstanding Performer","Outstanding Performer Date","Is Source Water Protected","Source Water Protection Date","Service Connections Count","Seasonal Startup System","Org Name","Admin Name","Email Address","Phone Number","Phone Ext Number","Fax Number","Alt Phone Number","Address Line1","Address Line2","City Name","State Code","Zip Code","Country Code","First Reported Date","Last Reported Date"
"CA1800523","PINEVIEW MOBILE HOME PARK","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","113","-","-","-","-","52","-","ROBERTS, LAURA","ROBERTS, LAURA","lauraroberts@frontiernet.net","530-257-5696","-","530-257-4971","-","2000 Paiute Lane #30","-","SUSANVILLE","CA","96130","US","22-MAR-1979","29-MAR-2019"
"CA3110034","CHRISTIAN VALLEY PARK CSD","Region 9","California","Community water system","State","Local government","Surface water","Active","-","-","-","N","501-3,300","1,001-3,300","1,800","-","-","-","-","623","-","ELIAS, DON","ELIAS, DON","CVPCSD@suddenlink.NET","530-878-8050","-","530-878-8350","-","P.O. BOX 6857","-","AUBURN","CA","95604","US","22-MAR-1979","29-MAR-2019"
"CA3301943","PLANTATION ON THE LAKE PARK","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","501-3,300","501-1,000","859","-","-","-","-","535","-","JOHNSTON, HEIDI","JOHNSTON, HEIDI","mgr@plantationonthelake.com","909-795-4503","-","909-795-2093","-","10961 DESERT LAWN DR","-","CALIMESA","CA","92320","US","28-MAR-1986","29-MAR-2019"
"CA4900536","OCCIDENTAL COMMUNITY SERVICES DISTRICT","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","<=500","101-500","277","-","-","-","-","107","-","LUNARDI, RAY","LUNARDI, RAY","RAY@LUNARDIELECTRIC.COM","707-545-4755","111","707-579-1757","-","PO BOX 244","-","OCCIDENTAL","CA","95465","US","22-MAR-1979","29-MAR-2019"
"CA1009281","HAMMONDS RANCH","Region 9","California","Community water system","State","Private","Surface water","Active","-","-","-","N","<=500","<=100","50","-","-","-","-","16","-","STEARNS, MIKE","STEARNS, MIKE","mwstearns@yahoo.com","209-364-6185","-","209-364-6191","-","47375 W. DAKOTA","-","FIREBAUGH","CA","93622","US","05-JAN-1981","29-MAR-2019"
"CA5200504","CITY OF TEHAMA","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","<=500","101-500","430","-","-","-","-","195","-","STEFFAN, CAROLYN","STEFFAN, CAROLYN","cdsteffan@sbcglobal.net","530-384-1501","-","530-384-1625","-","P.O. BOX 70","-","TEHAMA","CA","96090","US","22-MAR-1979","29-MAR-2019"
"CA1200547","MILL CREEK M.W.C.","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","65","-","-","-","-","36","-","STIPEK, DANA","STIPEK, DANA","mmstipek@suddenlink.net","-","-","-","-","P O BOX 864","-","FORTUNA","CA","95540","US","22-MAR-1979","29-MAR-2019"
"CA0310004","PLYMOUTH, CITY OF","Region 9","California","Community water system","State","Local government","Surface water purchased","Active","-","-","-","N","501-3,300","1,001-3,300","1,060","-","-","-","-","495","-","STODDARD, GLORIA","STODDARD, GLORIA","gstoddard@cityofplymouth.org","209-245-6941","-","-","-","P.O. BOX 429","-","PLYMOUTH","CA","95669","US","22-MAR-1979","29-MAR-2019"
"CA3210006","LAKE ALMANOR COUNTRY CLUB MWC","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","3,301-10,000","3,301-10,000","6,000","-","-","-","-","1648","-","HENRY, TROY","HENRY, TROY","LACCMWC@PSLN.COM","530-259-2161","-","-","-","501 PENINSULA DRIVE","-","LAKE ALMANOR","CA","96137","US","22-MAR-1979","29-MAR-2019"
"CA1710009","UPPER LAKE COUNTY WATER DISTRICT","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","501-3,300","501-1,000","989","-","-","-","-","401","-","HENRY, RACHELLE","HENRY, RACHELLE","ulcwd@yahoo.com","707-275-3232","-","707-275-8740","-","P.O. BOX 847","-","UPPER LAKE","CA","95485","US","22-MAR-1979","29-MAR-2019"
"CA4510016","CLEAR CREEK CSD-ANDERSON","Region 9","California","Community water system","State","Local government","Surface water","Active","-","-","-","Y","3,301-10,000","3,301-10,000","8,900","-","-","-","-","2357","-","BORN, KURT (SKIP)","BORN, KURT (SKIP)","cccsd@shasta.com","530-357-2121","-","530-357-3723","-","5880 Oak St","-","ANDERSON","CA","96007","US","22-MAR-1979","29-MAR-2019"
"CA2410001","CITY OF ATWATER","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","10,001-100,000","10,001-50,000","31,235","-","-","-","-","8323","-","SHAW, BRIAN","SHAW, BRIAN","bshaw@atwater.org","209-357-6372","-","-","-","470 Aviator Drive","-","ATWATER","CA","95301","US","22-MAR-1979","29-MAR-2019"
"CA1510014","MOJAVE PUD","Region 9","California","Community water system","State","Local government","Surface water purchased","Active","-","-","-","N","3,301-10,000","3,301-10,000","4,200","-","-","-","-","1164","-","COY, BEE","COY, BEE","beepud@sbcglobal.net","661-824-4161","-","661-824-2361","-","15844 K SREET","-","MOJAVE","CA","93501","US","22-MAR-1979","29-MAR-2019"
"CA4900791","WESTERN MOBILE HOME PARK","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","225","-","-","-","-","73","-","EVANS, SCOTT","EVANS, SCOTT","scott@evans-management.com","831-475-0335","11","831-475-0557","-","871 38th Avenue","-","SANTA CRUZ","CA","95062","US","22-MAR-1979","29-MAR-2019"
"CA4900787","PLAZA MOBILE HOME PARK","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","125","-","-","-","-","71","-","EVANS, SCOTT","EVANS, SCOTT","scott@evans-management.com","831-475-0335","11","831-475-0557","-","871 38th Avenue","-","SANTA CRUZ","CA","95062","US","22-MAR-1979","29-MAR-2019"
"CA1510017","INDIAN WELLS VALLEY W.D.","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","10,001-100,000","10,001-50,000","29,933","-","-","-","-","12418","-","ZDEBA, DON","ZDEBA, DON","DON.ZDEBA@IWVWD.COM","760-375-5086","-","760-375-0167","-","P. O. Box 1329","-","RIDGECREST","CA","93556","US","22-MAR-1979","29-MAR-2019"
"CA1000277","ELM COURT","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","64","-","-","-","-","12","-","TORRES, MIGUEL","TORRES, MIGUEL","migueltorres3891@gmail.com","559-265-4470","-","-","-","2975 E. Belmont","-","FRESNO","CA","93701","US","22-MAR-1979","29-MAR-2019"
"CA1500296","FULLER ACRES MUTUAL WATER COMPANY","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","501-3,300","501-1,000","545","-","-","-","-","165","-","ALCORN, FRANCES","ALCORN, FRANCES","fulleracresw@yahoo.com","-","-","-","-","P.O. BOX 125","-","LAMONT","CA","93241","US","22-MAR-1979","29-MAR-2019"
"CA3610015","CRESTLINE VILLAGE CWD - DIVISION 10","Region 9","California","Community water system","State","Local government","Surface water purchased","Active","-","-","-","N","3,301-10,000","3,301-10,000","7,347","-","-","-","-","5006","-","CLANIN, ALAN E.","CLANIN, ALAN E.","AECLANIN@CVWATER.COM","909-338-1727","225","909-338-4080","-","PO BOX 3347","-","CRESTLINE","CA","92325","US","22-MAR-1979","29-MAR-2019"
"CA1700610","BELLA LAGO MOBILE HOME PARK","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","152","-","-","-","-","46","-","MEZZETTI, JOSE","MEZZETTI, JOSE","admin@mezzettifinancial.com","-","-","-","-","P.O. Box 59595","-","SAN JOSE","CA","95159","US","22-MAR-1979","29-MAR-2019"
"CA3200189","VALIVU ESTATES MHP","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","54","-","-","-","-","23","-","DUNHAM, DON","DUNHAM, DON","dobern@frontiernet.net","530-284-7417","-","-","-","P.O. BOX 629","-","GREENVILLE","CA","95947","US","06-JAN-1994","29-MAR-2019"
"CA4600017","R.R. LEWIS SMALL WC","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","324","-","-","-","-","123","-","OSTROM, LARRY","OSTROM, LARRY","RRLEWISH2O@gmail.com","209-948-1882","-","209-948-1959","-","4500 E. Fremont Street","-","STOCKTON","CA","95215","US","22-MAR-1979","29-MAR-2019"
"CA3610801","CDF - PILOT ROCK CONSERVATION CAMP","Region 9","California","Community water system","State","State government","Ground water","Active","-","-","-","N","<=500","<=100","65","-","-","-","-","5","-","OWENS, STAN","OWENS, STAN","SOWENS@FIRE.CA.GOV","909-338-2812","-","909-338-4603","-","P.O. BOX 3670","-","CRESTLINE","CA","92325","US","31-MAR-1980","29-MAR-2019"
"CA5610021","WARRING WATER SERVICE INC","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","501-3,300","1,001-3,300","2,100","-","-","-","-","532","-","PACE, GLEN","PACE, GLEN","glenpace@sbcglobal.net","805-524-3267","-","-","-","PO Box 189","-","PIRU","CA","93040","US","22-MAR-1979","29-MAR-2019"
"CA3610060","BDVWA - GOAT MOUNTAIN ID","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","501-3,300","501-1,000","913","-","-","-","-","394","-","WEST, MARINA D.","WEST, MARINA D.","mwest@bdvwa.org","760-364-2315","-","760-364-3412","-","622 S. Jemez Trail","-","YUCCA VALLEY","CA","92284","US","31-MAR-1980","29-MAR-2019"
"CA3610009","BIGHORN - DESERT VIEW WATER AGENCY","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","501-3,300","1,001-3,300","3,073","-","-","-","-","1597","-","WEST, MARINA D.","WEST, MARINA D.","mwest@bdvwa.org","760-364-2315","-","760-364-3412","-","622 S. Jemez Trail","-","YUCCA VALLEY","CA","92284","US","31-MAR-1980","29-MAR-2019"
"CA1000054","LAS DELTAS MUTUAL WATER SYSTEM","Region 9","California","Community water system","State","Private","Ground water purchased","Active","-","-","-","N","<=500","101-500","375","-","-","-","-","107","-","MELLO, BROOKE","MELLO, BROOKE","ablpamello@yahoo.com","209-632-5750","-","-","-","P.O. Box 1093","-","FIREBAUGH","CA","93622","US","22-MAR-1979","29-MAR-2019"
"CA2702325","FERNWOOD WS","Region 9","California","Community water system","State","Private","Groundwater under influence of surface water","Active","-","-","-","N","<=500","101-500","115","-","-","-","-","17","-","CARLSON, DREWE","CARLSON, DREWE","drewc@fernwoodbigsur.com","831-667-2422","-","-","-","47200 HWY 1","-","BIG SUR","CA","93920","US","15-AUG-2001","29-MAR-2019"
"CA2702256","NORTH SHORE ESTATES  WS","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","60","-","-","-","-","33","-","CHADWICK, MIKE","CHADWICK, MIKE","mchadwickestates@gmail.com","831-601-6079","-","-","-","70450 CHADWICK DRIVE #06","-","BRADLEY","CA","93426","US","21-DEC-1992","29-MAR-2019"
"CA2702554","HIDDEN CANYON RANCH MWC","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","102","-","-","-","-","26","-","CHAPIN, DON","CHAPIN, DON","dchapin@donchapin.com","831-449-4273","-","-","-","560 CRAZY HORSE CYN","-","SALINAS","CA","93907","US","24-MAY-2003","29-MAR-2019"
"CA5500120","49ER TRAILER RANCH","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","121","-","-","-","-","80","-","MEISSNER, BRUCE","MEISSNER, BRUCE","bruce@49rv.com","209-532-4978","-","-","-","P.O. Box 49","-","COLUMBIA","CA","95310","US","22-MAR-1979","29-MAR-2019"
"CA1910084","MAYWOOD MUTUAL WATER CO. #1","Region 9","California","Community water system","State","Private","Surface water purchased","Active","-","-","-","N","3,301-10,000","3,301-10,000","5,500","-","-","-","-","1163","-","PALOS, SERGIO","PALOS, SERGIO","MAYWOODWATER1@AOL.COM","323-560-2439","-","323-771-8741","-","5953 GIFFORD AVENUE","-","HUNTINGTON PARK","CA","90255","US","22-MAR-1979","29-MAR-2019"
"CA3310074","TEMESCAL VALLEY WATER DISTRICT","Region 9","California","Community water system","State","Local government","Surface water purchased","Active","-","-","-","N","10,001-100,000","10,001-50,000","16,963","-","-","-","-","5185","-","PAPE, JEFF","PAPE, JEFF","JeffP@temescalvwd.com","951-277-1414","-","951-277-1419","-","22646 Temescal Canyon Rd.","-","CORONA","CA","92883","US","06-JAN-1994","29-MAR-2019"
"CA1009039","PAPPAS & CO (MENDOTA)","Region 9","California","Community water system","State","Private","Surface water","Active","-","-","-","N","<=500","<=100","25","-","-","-","-","12","-","PAPPAS, GEORGE","PAPPAS, GEORGE","george@pappasproduce.com","559-655-4282","-","559-655-4841","-","695 W. Cromwell, Suite 105","-","FRESNO","CA","93711","US","22-MAR-1979","29-MAR-2019"
"CA1009006","PAPPAS & CO (COALINGA)","Region 9","California","Community water system","State","Private","Surface water","Active","-","-","-","N","<=500","<=100","25","-","-","-","-","11","-","PAPPAS, GEORGE","PAPPAS, GEORGE","george@pappasproduce.com","559-655-4282","-","559-655-4841","-","695 W. Cromwell, Suite 105","-","FRESNO","CA","93711","US","27-JAN-1983","29-MAR-2019"
"CA3500810","WHISPERING PINES INN","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","38","-","-","-","-","2","-","PARK, CHARLES AND MAE","PARK, CHARLES AND MAE","WHPinesinn@aol.com","831-636-9620","-","831-845-5188","-","4006 ASHFORD CIRCLE","476 LOS VIBORAS RD. (WS)","HOLLISTER","CA","95023","US","15-AUG-2001","29-MAR-2019"
"CA1500489","BRITE LAKE MUTUAL WATER COMPANY","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","89","-","-","-","-","27","-","STURN, PETE","STURN, PETE","PSTURN@AOL.COM","661-822-7306","-","661-334-1541","-","22300 SADDLEBACK LANE","-","TEHACHAPI","CA","93561","US","22-MAR-1979","29-MAR-2019"
"CA1500560","KRANENBURG WATER SYSTEM","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","42","-","-","-","-","15","-","FAST, GAIL","FAST, GAIL","gailfast@sbcglobal.net","661-589-3435","-","-","-","17958 KRANENBURG AVENUE","-","BAKERSFIELD","CA","93314","US","21-DEC-1992","29-MAR-2019"
"CA1910166","VALLEY WATER CO.","Region 9","California","Community water system","State","Private","Surface water purchased","Active","-","-","-","N","10,001-100,000","10,001-50,000","10,070","-","-","-","-","3603","-","FAN, BOB","FAN, BOB","BFAN@VALLEYWATERCOMPANY.COM","818-790-5516","-","818-790-6019","-","4524 HAMPTON ROAD","-","LA CANADA FLINTRIDGE","CA","91011","US","22-MAR-1979","29-MAR-2019"
"CA4900510","SOUTH CLOVERDALE WATER COMPANY","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","90","-","-","-","-","39","-","FAREY, LINDA","FAREY, LINDA","lfarey@att.net","707-894-4850","-","707-525-0592","-","P.O. Box 1111","-","CLOVERDALE","CA","95425","US","22-MAR-1979","29-MAR-2019"
"CA2000529","BONADELLE RANCHOS MUTUAL WATER","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","50","-","-","-","-","23","-","_BLAIR, BRUCE","_BLAIR, BRUCE","-","559-645-5801","-","-","-","35273 BONADELLE AVE","-","MADERA","CA","93638","US","22-MAR-1979","29-MAR-2019"
"CA5010035","CITY OF MODESTO - CENTRAL TURLOCK","Region 9","California","Community water system","State","Local government","Ground water purchased","Active","-","-","-","N","<=500","101-500","116","-","-","-","-","35","-","SAVIDGE, DAVE","SAVIDGE, DAVE","dsavidge@modestogov.com","209-342-2217","-","209-577-4983","-","501 N. Jefferson","-","MODESTO","CA","95354","US","31-MAR-1980","29-MAR-2019"
"CA1400511","MEADOW LAKE APARTMENTS","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","35","-","-","-","-","16","-","GILCHRIST, DICK","GILCHRIST, DICK","-","805-647-8566","-","-","-","P O BOX 7422","-","VENTURA","CA","93006","US","24-JUN-1999","29-MAR-2019"
"CA1500289","ATHAL MUTUAL WATER SYSTEM","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","150","-","-","-","-","55","-","GAUNA, ANGIE","GAUNA, ANGIE","angelacgauna@yahoo.com","661-346-6156","-","-","-","P.O. BOX 70457","-","BAKERSFIELD","CA","93387","US","22-MAR-1979","29-MAR-2019"
"CA1310006","IMPERIAL, CITY OF","Region 9","California","Community water system","State","Local government","Surface water","Active","-","-","-","N","10,001-100,000","10,001-50,000","19,372","-","-","-","-","5636","-","LOPER, JACKIE","LOPER, JACKIE","jloper@cityofimperial.org","-","-","760-355-4718","-","420 South Imperial Ave.","-","IMPERIAL","CA","92251","US","22-MAR-1979","29-MAR-2019"
"CA5010034","CITY OF MODESTO - NORTH TURLOCK","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","<=500","101-500","145","-","-","-","-","52","-","SAVIDGE, DAVE","SAVIDGE, DAVE","dsavidge@modestogov.com","209-342-2217","-","209-577-4983","-","501 N. Jefferson","-","MODESTO","CA","95354","US","31-MAR-1986","29-MAR-2019"
"CA5010033","CITY OF MODESTO, DE GRAYSON","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","501-3,300","501-1,000","871","-","-","-","-","276","-","SAVIDGE, DAVE","SAVIDGE, DAVE","dsavidge@modestogov.com","209-342-2217","-","209-577-4983","-","501 N. Jefferson","-","MODESTO","CA","95354","US","22-MAR-1979","29-MAR-2019"
"CA5010031","CITY OF MODESTO, DE WALNUT MANOR","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","<=500","101-500","175","-","-","-","-","53","-","SAVIDGE, DAVE","SAVIDGE, DAVE","dsavidge@modestogov.com","209-342-2217","-","209-577-4983","-","501 N. Jefferson","-","MODESTO","CA","95354","US","31-MAR-1980","29-MAR-2019"
"CA5010029","CITY OF MODESTO, DE HILLCREST","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","501-3,300","1,001-3,300","1,267","-","-","-","-","397","-","SAVIDGE, DAVE","SAVIDGE, DAVE","dsavidge@modestogov.com","209-342-2217","-","209-577-4983","-","501 N. Jefferson","-","MODESTO","CA","95354","US","31-MAR-1986","29-MAR-2019"
"CA5010023","CITY OF MODESTO, DE #6, SO. TURLOCK","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","501-3,300","1,001-3,300","1,079","-","-","-","-","332","-","SAVIDGE, DAVE","SAVIDGE, DAVE","dsavidge@modestogov.com","209-342-2217","-","209-577-4983","-","501 N. Jefferson","-","MODESTO","CA","95354","US","22-MAR-1979","29-MAR-2019"
"CA5010010","MODESTO, CITY OF","Region 9","California","Community water system","State","Local government","Surface water purchased","Active","-","-","-","N",">100,000","100,001-250,000","214,181","-","-","-","-","69306","-","SAVIDGE, DAVE","SAVIDGE, DAVE","dsavidge@modestogov.com","209-342-2217","-","209-577-4983","-","501 N. Jefferson","-","MODESTO","CA","95354","US","22-MAR-1979","29-MAR-2019"
"CA5010005","CITY OF MODESTO, SALIDA","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","10,001-100,000","10,001-50,000","14,246","-","-","-","-","4399","-","SAVIDGE, DAVE","SAVIDGE, DAVE","dsavidge@modestogov.com","209-342-2217","-","209-577-4983","-","501 N. Jefferson","-","MODESTO","CA","95354","US","22-MAR-1979","29-MAR-2019"
"CA1700536","SUNRISE SHORE MUTUAL WATER COMPANY","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","72","-","-","-","-","42","-","PERKINS, GREG","PERKINS, GREG","gmperk1@gmail.com","-","-","-","-","5650 Sunrise Drive","-","LOWER LAKE","CA","95457","US","22-MAR-1979","29-MAR-2019"
"CA3600385","BROOKSIDE MHP","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","65","-","-","-","-","20","-","BLANCHETTE, RAY","BLANCHETTE, RAY","-","909-686-9661","-","-","-","2820 MILL CREEK RD SP #3","-","MENTONE","CA","92359","US","22-MAR-1979","29-MAR-2019"
"CA3601036","CALICO LAKE HOMEOWNERS","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","150","-","-","-","-","78","-","_SIOSS, GEORGE","_SIOSS, GEORGE","-","760-254-3199","-","-","-","PO BOX 401217","-","HESPERIA","CA","92340","US","28-MAR-1986","29-MAR-2019"
"CA3601010","CRYSTAL LAKE PROPERTY OWNERS","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","213","-","-","-","-","61","-","FEKETE, DAVE","FEKETE, DAVE","-","760-246-4329","-","-","-","PO BOX 351","-","YERMO","CA","92398","US","21-DEC-1992","29-MAR-2019"
"CA3600089","DESERT SPRINGS MWC","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","325","-","-","-","-","68","-","COURTNEY, TOM","COURTNEY, TOM","tom_courtney@lucernevalleyusd.org","760-248-6066","-","-","-","PO BOX 396","-","LUCERNE VALLEY","CA","92356","US","22-MAR-1979","29-MAR-2019"
"CA3600388","DESERT VIEW MOBILE PARK","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","130","-","-","-","-","29","-","SU, CATHEY","SU, CATHEY","belinda.huy@dph.sbcounty.gov","626-307-8897","-","-","-","2025 LERIDA PLACE","-","ROSEMEAD","CA","91770","US","22-MAR-1979","29-MAR-2019"
"CA3600108","GLEN HELEN WATER SYSTEM","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","3,301-10,000","3,301-10,000","10,000","-","-","-","-","25","-","PAMINTUAN, STEVE","PAMINTUAN, STEVE","spamintuan@fm.sbcounty.gov","909-387-2330","-","-","-","200 S LENA ROAD","-","SAN BERNARDINO","CA","92415","US","22-MAR-1979","29-MAR-2019"
"CA3600157","LUCERNE VISTA MWC","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","160","-","-","-","-","32","-","FELSCH, JOHN","FELSCH, JOHN","-","760-248-6981","-","-","-","PO BOX 677","-","LUCERNE VALLEY","CA","92356","US","22-MAR-1979","29-MAR-2019"
"CA2810003","NAPA, CITY OF","Region 9","California","Community water system","State","Local government","Surface water","Active","-","-","-","N","10,001-100,000","50,001-100,000","87,797","-","-","-","-","25095","-","KEBBAS, ERIN","KEBBAS, ERIN","EKEBBAS@CITYOFNAPA.ORG","707-253-0822","-","707-253-1225","-","P.O. BOX 660","-","NAPA","CA","94559","US","22-MAR-1979","29-MAR-2019"
"CA1200707","MIRANDA C.S.D.","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","501-3,300","501-1,000","600","-","-","-","-","142","-","RISTOW, BARBARA","RISTOW, BARBARA","MIRANDACSD@GMAIL.COM","707-943-3033","-","-","-","P.O. BOX 160","-","MIRANDA","CA","95553","US","22-MAR-1979","29-MAR-2019"
"CA1310003","GSWC - CALIPATRIA","Region 9","California","Community water system","State","Private","Surface water","Active","-","-","-","Y","3,301-10,000","3,301-10,000","4,438","-","-","-","-","1158","-","DAHLSTROM, PERRY","DAHLSTROM, PERRY","PLDAHLSTROM@GSWATER.COM","760-247-3391","700","-","-","13608 HITT ROAD","-","APPLE VALLEY","CA","92308","US","22-MAR-1979","29-MAR-2019"
"CA5010028","CERES, CITY OF","Region 9","California","Community water system","State","Local government","Ground water","Active","-","-","-","N","10,001-100,000","10,001-50,000","47,754","-","-","-","-","11457","-","DAMAS, JEREMY","DAMAS, JEREMY","jeremy.damas@ci.ceres.ca.us","209-538-5717","-","-","-","2220 Hackett Road","-","CERES","CA","95307","US","22-MAR-1979","29-MAR-2019"
"CA4901309","HILTON MUTUAL WATER COMPANY","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","44","-","-","-","-","16","-","DANGERFIELD, DALE","DANGERFIELD, DALE","daled@molkenbuhr.com","707-528-6900","12","707-528-6911","-","10675 River Road","-","FORESTVILLE","CA","95436","US","21-APR-2010","29-MAR-2019"
"CA4900620","AUSTIN ACRES MUTUAL WATER COMPANY","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","67","-","-","-","-","24","-","DAVENPORT, CAROLYN","DAVENPORT, CAROLYN","caz.aamwc@gmail.com","-","-","-","-","P.O. Box 105","-","DUNCANS MILLS","CA","95430","US","22-MAR-1979","29-MAR-2019"
"CA2000501","BASS LAKE ANNEX 3","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","42","-","-","-","-","28","-","_HUSSAIN, JUDI","_HUSSAIN, JUDI","-","559-877-4584","-","-","-","P.O. BOX 65","-","NORTH FORK","CA","93643","US","22-MAR-1979","29-MAR-2019"
"CA2000524","SKY ACRES MUTUAL WATER CORP","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","175","-","-","-","-","64","-","_BUTCHER, GEORGE","_BUTCHER, GEORGE","-","559-683-2723","-","-","-","PO BOX 1095","-","OAKHURST","CA","93644","US","22-MAR-1979","29-MAR-2019"
"CA2000527","YOSEMITE FORKS EST MUTUAL","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","110","-","-","-","-","99","-","_LAURENCE, WAYNE","_LAURENCE, WAYNE","llaurence@sti.net","559-683-1170","-","-","-","PO BOX 461","-","OAKHURST","CA","93644","US","22-MAR-1979","29-MAR-2019"
"CA2000530","CRASS MUTUAL WATER COMPANY","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","80","-","-","-","-","26","-","_MILNER, ROBERT","_MILNER, ROBERT","rcmcbrien@yahoo.com","559-642-4648","-","-","-","PO BOX 673","-","OAKHURST","CA","93644","US","22-MAR-1979","29-MAR-2019"
"CA2000534","LEISURE ACRES MUTUAL WATER COMPANY","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","45","-","-","-","-","24","-","_LOGEE, MARK","_LOGEE, MARK","-","-","-","-","-","PO BOX 1183","-","NORTH FORK","CA","93643","US","22-MAR-1979","29-MAR-2019"
"CA1500436","HUNGRY GULCH MWC","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","<=100","36","-","-","-","-","38","-","HOFFMAN, CYNDIE","HOFFMAN, CYNDIE","cyndie.hoffman@gmail.com","-","-","-","-","P. O. BOX 85","-","LAKE ISABELLA","CA","93240","US","06-MAR-1987","29-MAR-2019"
"CA5310002","TRINITY CO. W.W. DIST #1","Region 9","California","Community water system","State","Local government","Surface water","Active","-","-","-","N","501-3,300","1,001-3,300","1,775","-","-","-","-","580","-","HAIR, CRAIG","HAIR, CRAIG","craig@trinitycountywaterworks.com","530-628-5449","-","-","-","P.O. BOX 217","-","HAYFORK","CA","96041","US","22-MAR-1979","29-MAR-2019"
"CA4300994","COYOTE VALLEY RV RESORT","Region 9","California","Community water system","State","Private","Ground water","Active","-","-","-","N","<=500","101-500","500","-","-","-","-","129","-","HAMILTON, MICHAEL","HAMILTON, MICHAEL","mikehamilton@mmhfg.com","408-353-8400","-","-","-","23378 DEERFIELD ROAD","-","LOS GATOS","CA","95033","US","21-APR-2010","29-MAR-2019"
